trade_id,broker_id,client_id,transaction_amount,product_type,date,status
T000461,B001,C0016,100427.82,Bond,2024-02-12,completed
T000462,B004,C0031,164754.85,Forex,2024-02-22,pending
T000463,B009,C0006,7232.02,Bond,2024-03-26,completed
T000464,B006,C0019,10636.44,Bond,2024-02-01,completed
T000465,B003,C0037,139568.64,Forex,2024-02-04,completed
T000466,B001,C0004,275824.87,Commodity,2024-01-21,completed
T000467,B004,C0047,51242.33,Forex,2024-03-30,completed
T000468,B009,C0004,5885.69,Equity,2024-01-14,completed
T000469,B003,C0020,433909.67,Equity,2024-02-18,completed
T000470,B009,C0010,9932.26,Equity,2024-01-05,completed
T000471,B007,C0024,13323.62,Equity,2024-03-01,completed
T000472,B004,C0035,36809.33,Equity,2024-01-29,completed
T000473,B003,C0026,226667.76,Commodity,2024-01-26,completed
T000474,B010,C0037,79297.67,Commodity,2024-02-28,completed
T000475,B005,C0038,41039.83,Bond,2024-02-14,completed
T000476,B005,C0021,44131.66,Equity,2024-02-09,completed
T000477,B003,C0040,23512.14,Forex,2024-01-30,pending
T000478,B009,C0039,50879.19,Equity,2024-01-29,pending
T000479,B004,C0021,495.55,Commodity,2024-01-04,completed
T000480,B005,C0010,14116.35,Equity,2024-03-25,completed
T000481,B004,C0038,31633.85,Commodity,2024-01-25,completed
T000482,B005,C0046,3918.56,Bond,2024-02-21,completed
T000483,B007,C0004,39319.86,Bond,2024-02-12,completed
T000484,B009,C0045,16208.53,Bond,2024-02-05,completed
T000485,B007,C0020,306573.73,Commodity,2024-01-09,pending
T000486,B005,C0017,233171.52,Equity,2024-02-05,completed
T000487,B010,C0007,10952.16,Equity,2024-02-14,completed
T000488,B010,C0004,17566.4,Forex,2024-03-23,completed
T000489,B007,C0029,19713.89,Commodity,2024-03-06,completed
T000490,B010,C0014,11187.03,Forex,2024-02-21,completed
T000491,B005,C0003,29511.56,Bond,2024-03-27,completed
T000492,B003,C0024,7062.66,Equity,2024-03-09,completed
T000493,B007,C0037,4040.31,Commodity,2024-02-12,completed
T000494,B002,C0016,56053.78,Forex,2024-01-04,completed
T000495,B009,C0004,56630.01,Forex,2024-01-15,completed
T000496,B010,C0024,6591.44,Forex,2024-02-03,completed
T000497,B010,C0034,84375.57,Equity,2024-01-23,completed
T000498,B001,C0030,8541.0,Equity,2024-03-15,completed
T000499,B006,C0018,32200.84,Equity,2024-02-03,completed
T000500,B007,C0019,75396.49,Commodity,2024-01-05,completed
T000501,B008,C0031,20943.45,Equity,2024-01-14,completed
T000502,B010,C0019,43569.44,Commodity,2024-03-17,completed
T000503,B009,C0049,10151.28,Forex,2024-02-25,completed
T000504,B002,C0046,16404.32,Forex,2024-02-14,failed
T000505,B010,C0019,16174.82,Bond,2024-02-10,completed
T000506,B002,C0022,7187.74,Equity,2024-02-25,completed
T000507,B005,C0024,16896.11,Forex,2024-03-18,completed
T000508,B005,C0045,2158.29,Equity,2024-03-06,completed
T000509,B006,C0012,10543.55,Commodity,2024-01-15,completed
T000510,B003,C0030,14366.97,Forex,2024-02-19,completed
T000511,B008,C0038,14998.87,Equity,2024-03-14,completed
T000512,B001,C0031,15332.86,Forex,2024-01-25,completed
T000513,B006,C0036,20077.47,Forex,2024-02-02,pending
T000514,B004,C0019,45214.01,Equity,2024-01-06,completed
T000515,B001,C0048,81778.99,Forex,2024-02-25,completed
T000516,B007,C0045,8311.14,Forex,2024-01-01,completed
T000517,B009,C0036,3623.51,Forex,2024-03-07,completed
T000518,B004,C0030,4614.38,Forex,2024-03-09,completed
T000519,B004,C0049,10606.22,Commodity,2024-03-28,completed
T000520,B006,C0033,12992.38,Forex,2024-03-26,completed
T000521,B003,C0018,6939.65,Bond,2024-01-26,completed
T000522,B006,C0049,3152.1,Forex,2024-02-16,completed
T000523,B007,C0028,11112.42,Equity,2024-02-25,completed
T000524,B010,C0047,28915.7,Bond,2024-01-09,completed
T000525,B010,C0011,53773.94,Commodity,2024-03-26,completed
T000526,B003,C0045,9545.88,Bond,2024-02-12,completed
T000527,B007,C0033,11854.98,Bond,2024-03-20,pending
T000528,B003,C0017,5485.99,Bond,2024-02-10,completed
T000529,B002,C0006,21011.84,Equity,2024-03-25,completed
T000530,B010,C0004,6169.4,Equity,2024-01-16,completed
T000531,B004,C0020,52036.03,Equity,2024-02-08,completed
T000532,B008,C0048,1512.02,Commodity,2024-03-05,completed
T000533,B009,C0047,12843.02,Equity,2024-02-09,completed
T000534,B007,C0027,34601.8,Equity,2024-03-26,completed
T000535,B001,C0015,29020.33,Bond,2024-02-22,completed
T000536,B003,C0006,1251120.99,Equity,2024-02-11,completed
T000537,B009,C0047,37223.67,Forex,2024-02-21,completed
T000538,B001,C0014,4884.97,Equity,2024-03-30,completed
T000539,B009,C0011,19087.78,Commodity,2024-02-07,completed
T000540,B008,C0039,1533.99,Commodity,2024-03-11,completed
T000541,B001,C0009,19518.16,Forex,2024-01-17,completed
T000542,B006,C0026,6313.31,Commodity,2024-01-25,completed
T000543,B005,C0016,86949.73,Commodity,2024-02-23,completed
T000544,B006,C0005,9659.43,Bond,2024-03-26,completed
T000545,B010,C0010,18487.52,Forex,2024-02-18,completed
T000546,B005,C0050,8490.16,Bond,2024-03-27,completed
T000547,B006,C0003,299023.38,Bond,2024-01-23,completed
T000548,B005,C0013,13604.23,Equity,2024-03-19,completed
T000549,B005,C0043,344150.92,Forex,2024-03-13,completed
T000550,B004,C0049,74699.42,Equity,2024-02-08,completed
T000551,B003,C0030,45392.41,Equity,2024-02-21,completed
T000552,B003,C0045,38295.96,Bond,2024-03-11,pending
T000553,B004,C0006,39763.15,Commodity,2024-01-01,completed
T000554,B009,C0017,1222.3,Forex,2024-02-08,completed
T000555,B002,C0045,14496.68,Commodity,2024-02-06,pending
T000556,B009,C0019,78255.7,Bond,2024-01-27,completed
T000557,B001,C0042,20468.74,Bond,2024-02-25,completed
T000558,B001,C0035,2676.37,Bond,2024-03-15,completed
T000559,B005,C0046,20361.34,Bond,2024-03-18,completed
T000560,B006,C0026,283837.81,Bond,2024-03-24,completed
T000561,B006,C0005,142962.49,Bond,2024-02-11,completed
T000562,B003,C0029,20070.25,Commodity,2024-02-29,completed
T000563,B007,C0037,91782.22,Equity,2024-02-26,completed
T000564,B009,C0020,12711.21,Commodity,2024-02-26,completed
T000565,B010,C0049,1709.9,Forex,2024-03-27,completed
T000566,B008,C0021,5504.39,Commodity,2024-01-28,completed
T000567,B006,C0010,229654.93,Bond,2024-03-06,completed
T000568,B008,C0005,14603.41,Commodity,2024-03-01,completed
T000569,B005,C0036,15289.54,Equity,2024-01-22,completed
T000570,B008,C0006,14048.1,Forex,2024-03-25,completed
T000571,B010,C0026,383158.83,Commodity,2024-01-11,completed
T000572,B004,C0004,252442.4,Equity,2024-02-06,completed
T000573,B010,C0039,614258.02,Commodity,2024-03-06,completed
T000574,B008,C0039,17351.46,Forex,2024-03-25,completed
T000575,B010,C0050,34318.39,Commodity,2024-03-22,pending
T000576,B002,C0035,2264.33,Bond,2024-03-20,completed
T000577,B005,C0001,201874.53,Commodity,2024-02-12,completed
T000578,B009,C0024,3821.24,Equity,2024-01-12,completed
T000579,B004,C0036,30490.28,Commodity,2024-01-31,completed
T000580,B006,C0006,4247.33,Equity,2024-03-27,completed
T000581,B001,C0041,9106.1,Forex,2024-02-09,completed
T000582,B009,C0046,6273.6,Commodity,2024-01-29,completed
T000583,B001,C0044,8850.13,Forex,2024-01-26,pending
T000584,B005,C0031,9811.55,Forex,2024-01-19,completed
T000585,B004,C0020,9677.87,Commodity,2024-01-04,completed
T000586,B003,C0024,76879.99,Equity,2024-01-06,completed
T000587,B006,C0025,4199.44,Forex,2024-02-01,pending
T000588,B002,C0036,30663.0,Forex,2024-03-01,completed
T000589,B003,C0021,136890.79,Commodity,2024-03-19,completed
T000590,B005,C0030,10200.64,Commodity,2024-01-10,completed
T000591,B009,C0024,7503.48,Commodity,2024-02-28,completed
T000592,B002,C0044,15587.32,Commodity,2024-02-23,completed
T000593,B010,C0042,129260.86,Commodity,2024-03-21,completed
T000594,B008,C0030,29470.98,Bond,2024-03-14,completed
T000595,B002,C0022,9928.64,Commodity,2024-01-25,completed
T000596,B005,C0028,45515.81,Equity,2024-03-30,completed
T000597,B007,C0007,4215.66,Forex,2024-02-19,completed
T000598,B008,C0035,61208.37,Equity,2024-03-04,completed
T000599,B001,C0028,40656.38,Equity,2024-02-21,completed
T000600,B006,C0014,13881.15,Bond,2024-02-01,completed
T000601,B001,C0010,6261.16,Commodity,2024-01-19,completed
T000602,B002,C0016,5825.37,Forex,2024-03-24,completed
T000603,B001,C0016,49130.04,Equity,2024-03-29,completed
T000604,B005,C0031,139172.68,Commodity,2024-01-01,completed
T000605,B010,C0042,8467.9,Commodity,2024-01-14,completed
T000606,B009,C0025,43808.36,Bond,2024-02-24,completed
T000607,B006,C0013,962.43,Bond,2024-01-29,completed
T000608,B001,C0006,9164.32,Bond,2024-01-23,completed
T000609,B001,C0044,21023.83,Forex,2024-03-30,completed
T000610,B002,C0009,5627.81,Equity,2024-03-07,completed
T000611,B009,C0045,5405.87,Bond,2024-02-29,completed
T000612,B003,C0036,8089.57,Bond,2024-01-07,completed
T000613,B001,C0043,34142.19,Bond,2024-03-12,completed
T000614,B005,C0020,16630.71,Equity,2024-02-01,completed
T000615,B007,C0018,767.13,Equity,2024-01-16,pending
T000616,B006,C0043,915.02,Bond,2024-02-28,completed
T000617,B001,C0021,8863.55,Bond,2024-01-18,completed
T000618,B005,C0004,43762.38,Commodity,2024-02-29,completed
T000619,B005,C0050,357.36,Bond,2024-03-26,completed
T000620,B006,C0033,10408.78,Forex,2024-03-08,failed
T000621,B003,C0027,10002.88,Forex,2024-03-12,completed
T000622,B005,C0007,176752.67,Bond,2024-03-17,completed
T000623,B007,C0006,12363.05,Equity,2024-02-10,completed
T000624,B005,C0015,39123.69,Commodity,2024-02-26,completed
T000625,B005,C0018,27224.86,Equity,2024-03-19,completed
T000626,B005,C0032,901.58,Bond,2024-03-05,completed
T000627,B010,C0011,69724.76,Forex,2024-02-24,completed
T000628,B010,C0020,30427.28,Commodity,2024-03-11,completed
T000629,B003,C0024,47211.98,Equity,2024-02-27,completed
T000630,B001,C0015,7955360.69,Equity,2024-01-21,completed
T000631,B005,C0048,966.64,Bond,2024-03-01,completed
T000632,B009,C0007,292741.42,Commodity,2024-02-27,completed
T000633,B001,C0021,14311.64,Forex,2024-02-03,completed
T000634,B003,C0042,33894.0,Bond,2024-02-01,completed
T000635,B004,C0026,20572.93,Commodity,2024-03-22,completed
T000636,B001,C0044,11656.81,Equity,2024-02-05,completed
T000637,B001,C0014,9369.83,Bond,2024-03-07,pending
T000638,B008,C0037,36107.76,Equity,2024-03-03,completed
T000639,B002,C0021,2262.53,Equity,2024-03-21,completed
T000640,B008,C0018,67905.26,Bond,2024-01-31,completed
T000641,B007,C0005,11798.27,Bond,2024-02-05,completed
T000642,B010,C0003,4043.62,Bond,2024-02-26,completed
T000643,B010,C0023,11214.7,Bond,2024-01-10,completed
T000644,B002,C0026,145179.16,Bond,2024-02-06,completed
T000645,B006,C0037,9867.46,Equity,2024-01-31,pending
T000646,B006,C0024,37709.99,Forex,2024-02-04,completed
T000647,B003,C0049,7358.16,Forex,2024-02-12,completed
T000648,B002,C0019,68657.3,Bond,2024-02-10,completed
T000649,B001,C0025,61590.42,Equity,2024-03-10,completed
T000650,B006,C0021,352537.84,Forex,2024-01-11,completed
T000651,B005,C0012,16926.81,Forex,2024-01-18,completed
T000652,B009,C0041,60052.97,Forex,2024-01-20,completed
T000653,B001,C0033,25517.03,Equity,2024-01-30,pending
T000654,B007,C0050,153861.43,Bond,2024-02-19,completed
T000655,B005,C0004,7493.2,Bond,2024-03-29,completed
T000656,B005,C0042,67339.88,Bond,2024-01-20,completed
T000657,B002,C0007,16447.92,Commodity,2024-01-28,completed
T000658,B003,C0022,20004.6,Commodity,2024-01-09,completed
T000659,B007,C0033,25276.46,Commodity,2024-02-23,completed
T000660,B006,C0017,32156.2,Equity,2024-02-22,completed
T000661,B002,C0024,18502.41,Forex,2024-02-12,completed
T000662,B006,C0034,30396.11,Forex,2024-03-10,completed
T000663,B002,C0028,234961.53,Equity,2024-02-29,completed
T000664,B002,C0043,96584.59,Equity,2024-02-23,completed
T000665,B002,C0041,81123.82,Bond,2024-01-08,completed
T000666,B003,C0039,11122.11,Bond,2024-01-27,completed
T000667,B002,C0022,5803.05,Commodity,2024-02-23,completed
T000668,B004,C0049,92313.98,Commodity,2024-02-19,completed
T000669,B009,C0017,81966.85,Equity,2024-03-15,completed
T000670,B006,C0034,200587.53,Commodity,2024-03-30,completed
T000671,B001,C0006,8901.98,Forex,2024-01-03,completed
T000672,B008,C0046,15610.16,Equity,2024-03-14,completed
T000673,B007,C0006,1883.29,Equity,2024-02-18,completed
T000674,B010,C0034,12225.67,Forex,2024-03-02,completed
T000675,B003,C0001,98209.26,Bond,2024-01-01,completed
T000676,B001,C0010,10940.83,Bond,2024-02-15,completed
T000677,B005,C0021,57567.86,Forex,2024-02-08,completed
T000678,B004,C0005,16551.72,Forex,2024-02-19,completed
T000679,B010,C0002,35813.69,Commodity,2024-02-23,completed
T000680,B008,C0022,3938.14,Equity,2024-03-09,completed
T000681,B001,C0048,25029.59,Commodity,2024-03-10,completed
T000682,B010,C0002,247.97,Forex,2024-03-18,completed
T000683,B001,C0010,16641.52,Commodity,2024-01-29,completed
T000684,B004,C0034,1908.91,Forex,2024-03-03,pending
T000685,B008,C0016,134455.93,Commodity,2024-01-29,completed
T000686,B005,C0048,70693.65,Commodity,2024-02-04,completed
T000687,B002,C0039,44356.14,Bond,2024-02-25,completed
T000688,B006,C0022,215670.99,Forex,2024-03-03,completed
T000689,B005,C0012,5306.17,Commodity,2024-01-04,completed
T000690,B002,C0024,302865.71,Equity,2024-02-19,completed
T000691,B003,C0047,89168.88,Commodity,2024-02-13,completed
T000692,B009,C0040,15446.95,Commodity,2024-03-26,completed
T000693,B007,C0038,120986.01,Equity,2024-03-27,completed
T000694,B007,C0010,4190.43,Forex,2024-02-21,completed
T000695,B006,C0035,6394.73,Bond,2024-01-22,pending
T000696,B008,C0049,8840.65,Bond,2024-02-29,completed
T000697,B004,C0032,9962.0,Bond,2024-01-17,completed
T000698,B008,C0007,4515.01,Equity,2024-03-20,completed
T000699,B004,C0021,137946.97,Commodity,2024-03-09,completed
T000700,B008,C0020,14938.82,Forex,2024-01-04,completed
T000701,B009,C0026,37375.01,Commodity,2024-02-20,completed
T000702,B003,C0004,9362.55,Bond,2024-03-16,completed
T000703,B003,C0046,1435.25,Commodity,2024-03-13,completed
T000704,B002,C0022,33027.18,Equity,2024-03-25,completed
T000705,B010,C0015,1250.9,Equity,2024-01-04,completed
T000706,B003,C0040,19871.64,Forex,2024-01-11,completed
T000707,B003,C0021,2828.57,Forex,2024-03-23,completed
T000708,B005,C0015,434049.56,Bond,2024-02-24,completed
T000709,B005,C0022,86426.02,Forex,2024-01-18,completed
T000710,B002,C0028,25812.93,Commodity,2024-02-29,completed
T000711,B010,C0014,146614.21,Equity,2024-01-24,completed
T000712,B006,C0027,6188.98,Equity,2024-01-07,completed
T000713,B005,C0041,49772.56,Equity,2024-02-03,completed
T000714,B006,C0040,29724.17,Forex,2024-02-18,completed
T000715,B001,C0028,32729.44,Equity,2024-02-11,completed
T000716,B005,C0026,148528.22,Equity,2024-01-28,completed
T000717,B009,C0049,66087.72,Equity,2024-02-28,completed
T000718,B010,C0002,33964.99,Bond,2024-02-11,completed
T000719,B002,C0025,1840.27,Bond,2024-02-13,completed
T000720,B001,C0003,5218.32,Forex,2024-02-18,completed
T000721,B010,C0008,18323.44,Equity,2024-02-05,completed
T000722,B009,C0044,25337.95,Forex,2024-02-23,pending
T000723,B010,C0033,4042.81,Equity,2024-02-02,completed
T000724,B009,C0042,820373.51,Equity,2024-01-11,completed
T000725,B009,C0035,214184.07,Equity,2024-03-01,completed
T000726,B006,C0006,54348.78,Forex,2024-01-03,completed
T000727,B008,C0039,24539.89,Forex,2024-03-10,completed
T000728,B001,C0023,16021.5,Equity,2024-01-07,completed
T000729,B010,C0025,5282.33,Commodity,2024-02-14,completed
T000730,B004,C0050,24741.09,Forex,2024-01-29,completed
T000731,B001,C0043,32423.18,Bond,2024-03-24,completed
T000732,B008,C0019,3419.87,Forex,2024-01-09,completed
T000733,B001,C0005,36361.46,Equity,2024-03-24,pending
T000734,B003,C0011,17450.29,Commodity,2024-01-06,completed
T000735,B004,C0012,1259.27,Equity,2024-01-04,completed
T000736,B008,C0010,6059.74,Bond,2024-02-01,completed
T000737,B006,C0008,11844.18,Forex,2024-01-26,pending
T000738,B010,C0024,373820.68,Forex,2024-01-03,completed
T000739,B007,C0028,50758.26,Equity,2024-03-20,completed
T000740,B008,C0041,2971.37,Equity,2024-01-20,completed
T000741,B002,C0036,45663.49,Bond,2024-01-31,completed
T000742,B010,C0037,2162.55,Commodity,2024-01-17,completed
T000743,B008,C0021,111751.91,Bond,2024-03-01,completed
T000744,B003,C0008,10865.12,Commodity,2024-03-26,completed
T000745,B007,C0009,19140.19,Forex,2024-01-15,pending
T000746,B003,C0047,160925.21,Commodity,2024-03-13,completed
T000747,B007,C0015,3194.72,Commodity,2024-01-28,completed
T000748,B002,C0048,2708.97,Forex,2024-02-29,completed
T000749,B010,C0046,9178.33,Forex,2024-03-30,completed
T000750,B006,C0040,104565.43,Forex,2024-02-02,completed
T000751,B003,C0018,2255.17,Bond,2024-02-17,completed
T000752,B003,C0042,314.75,Forex,2024-01-22,completed
T000753,B009,C0020,11195.44,Equity,2024-03-18,completed
T000754,B007,C0006,50393.18,Forex,2024-03-18,completed
T000755,B005,C0012,133304.68,Forex,2024-01-15,completed
T000756,B010,C0002,10995.68,Forex,2024-01-21,completed
T000757,B007,C0007,11882.95,Commodity,2024-02-09,completed
T000758,B009,C0016,124349.46,Bond,2024-01-14,completed
T000759,B001,C0003,1333.27,Forex,2024-03-15,completed
T000760,B007,C0045,12298.33,Bond,2024-01-04,completed
T000761,B006,C0003,29308.59,Equity,2024-02-09,completed
T000762,B010,C0027,43210.04,Equity,2024-03-14,completed
T000763,B009,C0050,10252.63,Forex,2024-03-27,completed
T000764,B001,C0043,23194.29,Equity,2024-02-18,completed
T000765,B004,C0040,527.16,Bond,2024-02-20,completed
T000766,B009,C0038,8206.05,Commodity,2024-01-26,completed
T000767,B004,C0033,43488.99,Forex,2024-01-10,completed
T000768,B010,C0028,5047.05,Equity,2024-03-16,completed
T000769,B003,C0001,24064.1,Bond,2024-03-29,failed
T000770,B009,C0008,43058.23,Bond,2024-03-21,completed
T000771,B002,C0037,13176.32,Equity,2024-02-01,completed
T000772,B004,C0032,28444.09,Bond,2024-01-14,completed
T000773,B006,C0048,5197.33,Bond,2024-03-30,completed
T000774,B002,C0043,16156.59,Forex,2024-02-08,completed
T000775,B008,C0037,55012.97,Bond,2024-03-28,completed
T000776,B008,C0004,27874.27,Equity,2024-03-17,completed
T000777,B001,C0030,9138.06,Forex,2024-01-16,completed
T000778,B003,C0006,30832.5,Equity,2024-03-13,pending
T000779,B010,C0046,64338.58,Commodity,2024-01-06,completed
T000780,B009,C0019,1017.48,Equity,2024-02-14,completed
T000781,B005,C0032,125318.16,Equity,2024-03-09,completed
T000782,B006,C0009,13301.31,Forex,2024-02-24,completed
T000783,B004,C0012,41699.1,Bond,2024-03-25,completed
T000784,B010,C0011,132703.21,Equity,2024-02-17,completed
T000785,B002,C0046,2814.36,Forex,2024-01-09,completed
T000786,B008,C0016,7599.51,Commodity,2024-03-05,completed
T000787,B006,C0001,14288.02,Forex,2024-03-23,completed
T000788,B005,C0045,6797.9,Forex,2024-02-13,completed
T000789,B009,C0021,297272.61,Bond,2024-01-02,completed
T000790,B001,C0030,6092.67,Equity,2024-02-23,completed
T000791,B005,C0013,9572.79,Commodity,2024-03-03,pending
T000792,B006,C0034,29929.01,Forex,2024-01-14,pending
T000793,B005,C0004,3629.23,Equity,2024-02-25,completed
T000794,B006,C0028,12166.95,Equity,2024-02-16,completed
T000795,B006,C0038,35460.68,Forex,2024-03-22,completed
T000796,B007,C0031,13369.21,Equity,2024-02-28,completed
T000797,B004,C0027,19147.35,Forex,2024-01-20,pending
T000798,B008,C0005,9956.71,Forex,2024-02-25,completed
T000799,B007,C0025,2271.72,Forex,2024-01-23,completed
T000800,B009,C0003,35681.58,Commodity,2024-03-07,completed
T000801,B007,C0033,306324.3,Forex,2024-03-24,completed
T000802,B003,C0004,22642.92,Bond,2024-02-04,completed
T000803,B003,C0025,30880.99,Equity,2024-03-19,completed
T000804,B008,C0020,62260.6,Commodity,2024-03-09,completed
T000805,B005,C0034,3281.33,Equity,2024-03-02,completed
T000806,B004,C0026,283161.3,Commodity,2024-02-29,completed
T000807,B008,C0005,29836.66,Bond,2024-02-25,completed
T000808,B006,C0035,254685.66,Commodity,2024-03-16,completed
T000809,B002,C0028,7335.28,Commodity,2024-02-04,completed
T000810,B004,C0029,336748.92,Commodity,2024-02-11,completed
T000811,B004,C0009,70455.26,Equity,2024-02-01,pending
T000812,B006,C0038,50491.49,Forex,2024-01-12,completed
T000813,B006,C0050,31289.46,Equity,2024-02-05,pending
T000814,B001,C0006,15172.0,Forex,2024-02-27,completed
T000815,B008,C0019,133358.66,Equity,2024-02-01,completed
T000816,B006,C0044,27188.24,Bond,2024-02-29,completed
T000817,B003,C0011,1152.16,Bond,2024-03-13,completed
T000818,B009,C0002,4122.52,Commodity,2024-03-19,failed
T000819,B002,C0047,16667.76,Bond,2024-03-26,completed
T000820,B008,C0044,35066.39,Commodity,2024-02-18,completed
T000821,B010,C0044,20233.95,Forex,2024-02-13,pending
T000822,B003,C0009,137098.67,Bond,2024-01-04,completed
T000823,B005,C0021,1180.09,Forex,2024-03-04,completed
T000824,B006,C0024,27320.21,Equity,2024-02-11,completed
T000825,B010,C0034,1440.91,Forex,2024-01-24,completed
T000826,B006,C0022,68841.94,Equity,2024-03-03,completed
T000827,B004,C0003,19116.59,Forex,2024-01-28,completed
T000828,B003,C0012,41332.94,Forex,2024-02-15,completed
T000829,B004,C0028,6028.03,Bond,2024-02-03,completed
T000830,B001,C0030,150121.07,Forex,2024-02-13,completed
T000831,B004,C0026,105091.53,Bond,2024-02-05,completed
T000832,B001,C0048,52855.47,Bond,2024-03-17,completed
T000833,B001,C0021,18137.27,Commodity,2024-03-30,completed
T000834,B010,C0028,52563.96,Commodity,2024-02-05,completed
T000835,B006,C0026,7628.61,Equity,2024-03-12,completed
T000836,B005,C0033,79485.79,Forex,2024-01-02,completed
T000837,B004,C0021,261508.31,Equity,2024-03-07,completed
T000838,B003,C0035,109745.12,Forex,2024-01-25,completed
T000839,B001,C0034,7373.12,Commodity,2024-01-11,completed
T000840,B006,C0041,37878.01,Commodity,2024-01-31,completed
T000841,B002,C0047,3166.2,Forex,2024-02-22,completed
T000842,B008,C0018,51978.5,Forex,2024-03-03,completed
T000843,B010,C0011,43299.88,Commodity,2024-03-12,completed
T000844,B005,C0023,1333.12,Commodity,2024-01-31,completed
T000845,B007,C0048,3855.76,Equity,2024-03-29,completed
T000846,B010,C0022,14404.44,Commodity,2024-03-01,completed
T000847,B002,C0017,14026.59,Forex,2024-03-23,completed
T000848,B008,C0005,3589.56,Equity,2024-03-03,completed
T000849,B002,C0044,39476.79,Forex,2024-02-27,completed
T000850,B004,C0011,32119.24,Bond,2024-01-03,completed
T000851,B001,C0030,16458.48,Equity,2024-01-12,completed
T000852,B005,C0015,7089.09,Forex,2024-02-07,completed
T000853,B009,C0027,106198.01,Commodity,2024-01-29,completed
T000854,B001,C0035,263843.31,Bond,2024-02-21,completed
T000855,B009,C0033,10664.31,Forex,2024-03-29,completed
T000856,B008,C0020,8793.34,Equity,2024-02-01,completed
T000857,B006,C0016,46019.09,Forex,2024-02-09,completed
T000858,B007,C0034,12873.88,Bond,2024-03-25,completed
T000859,B003,C0002,17870.46,Equity,2024-03-15,completed
T000860,B001,C0035,66801.43,Bond,2024-02-17,completed
T000861,B005,C0040,1256.35,Forex,2024-03-01,completed
T000862,B002,C0028,159126.3,Commodity,2024-03-11,completed
T000863,B005,C0047,24563.6,Commodity,2024-03-08,completed
T000864,B008,C0039,11881.77,Forex,2024-02-14,pending
T000865,B009,C0006,19266.99,Forex,2024-02-24,completed
T000866,B002,C0009,20819.47,Forex,2024-03-11,completed
T000867,B003,C0020,1641.22,Equity,2024-02-12,completed
T000868,B003,C0001,207400.57,Bond,2024-02-15,completed
T000869,B001,C0008,23435.06,Bond,2024-03-30,completed
T000870,B008,C0023,42808.98,Bond,2024-02-28,completed
T000871,B006,C0003,91796.06,Forex,2024-02-04,completed
T000872,B008,C0004,4761.21,Bond,2024-02-09,completed
T000873,B009,C0025,44810.95,Forex,2024-02-02,completed
T000874,B005,C0047,14743.22,Equity,2024-01-30,completed
T000875,B003,C0038,78445.25,Commodity,2024-01-16,completed
T000876,B005,C0015,906.11,Forex,2024-01-25,completed
T000877,B005,C0021,18984.13,Forex,2024-02-10,completed
T000878,B005,C0035,8917.48,Commodity,2024-01-16,completed
T000879,B003,C0046,42124.91,Commodity,2024-03-09,completed
T000880,B010,C0014,44581.14,Equity,2024-03-29,completed
T000881,B004,C0036,7620.22,Bond,2024-01-24,pending
T000882,B009,C0012,7568.42,Forex,2024-01-25,completed
T000883,B010,C0017,18657.47,Bond,2024-01-28,completed
T000884,B009,C0039,5738.98,Forex,2024-03-02,completed
T000885,B002,C0009,77883.98,Equity,2024-02-05,completed
T000886,B008,C0035,12659.83,Commodity,2024-03-16,completed
T000887,B008,C0013,281.33,Equity,2024-03-08,completed
T000888,B007,C0015,12553.65,Commodity,2024-03-17,failed
T000889,B008,C0018,4638.68,Bond,2024-02-06,completed
T000890,B003,C0033,1906.62,Bond,2024-01-13,completed
T000891,B006,C0006,3442.18,Equity,2024-01-25,completed
T000892,B001,C0027,25954.82,Commodity,2024-02-07,completed
T000893,B007,C0023,161613.22,Equity,2024-01-30,completed
T000894,B001,C0027,35234.35,Commodity,2024-02-16,completed
T000895,B009,C0034,8868.36,Commodity,2024-01-23,completed
T000896,B001,C0046,43645.54,Bond,2024-02-08,completed
T000897,B001,C0038,11063.03,Bond,2024-01-02,completed
T000898,B007,C0014,7770.58,Commodity,2024-03-09,completed
T000899,B002,C0036,3898.92,Commodity,2024-01-17,completed
T000900,B005,C0008,1591.22,Commodity,2024-02-05,completed
T000901,B008,C0035,12272.48,Bond,2024-01-06,completed
T000902,B008,C0019,27919.49,Bond,2024-01-07,completed
T000903,B003,C0030,19054.61,Forex,2024-03-11,pending
T000904,B007,C0014,11802.3,Commodity,2024-02-07,completed
T000905,B003,C0020,5331.46,Forex,2024-03-30,completed
T000906,B006,C0049,54850.65,Commodity,2024-01-17,completed
T000907,B006,C0025,3054.29,Bond,2024-03-22,completed
T000908,B003,C0040,70547.52,Forex,2024-03-03,failed
T000909,B007,C0024,4898.45,Forex,2024-01-14,completed
T000910,B003,C0014,7124.87,Equity,2024-01-02,completed
T000911,B008,C0026,2440.17,Commodity,2024-03-14,completed
T000912,B010,C0038,10382.71,Bond,2024-02-06,pending
T000913,B004,C0023,95127.05,Equity,2024-03-01,completed
T000914,B001,C0022,47736.05,Equity,2024-03-02,completed
T000915,B004,C0048,95571.81,Commodity,2024-02-26,completed
T000916,B007,C0019,48204.8,Equity,2024-02-13,completed
T000917,B004,C0046,4206.96,Commodity,2024-01-24,completed
T000918,B006,C0003,13410.81,Equity,2024-01-07,completed
T000919,B009,C0042,6834.25,Commodity,2024-02-02,completed
T000920,B001,C0019,162082.76,Bond,2024-03-02,completed
T000921,B005,C0009,3658.53,Commodity,2024-01-15,completed
T000922,B007,C0028,84166.02,Commodity,2024-01-09,completed
